crse_id,"subject","catalog_nbr","course_title_long","descrlong",units_minimum,units_maximum,crse_offer_nbr,term
3423,"SPAN"," 295","Special Topics","Studies a particular topic in Spanish. May be repeated for credit when topics vary. (Offered only as interest warrants.)",1,4,1,2164
614,"CST"," 695","Special Topics","Specialized study of a particular topic within the School of Information Technology and Communications Design. May be repeated for additional credit when topics vary and as subjects permit. (Offered only as interest warrants.) (CR/NC Available)",1,6,1,2164
1336,"GS"," 380S","Building an Int'l NGO","Students explore interactions among inter-governmental organizations, non-governmental organizations, and grassroots organizations working locally and across borders on current issues of local and global import. Students examine various types and categories of international organizations and apply practical knowledge gained through service learning at local organizations to building mock international NGOs, from the ground up, in teams.

(Prereq: Junior or Senior Standing)",6,6,1,2164
1400,"HCOM"," 309","Interracial Communication","Students study the rhetorical construction of racial identity in the U.S. and its impact on contemporary interracial communication; they investigate and evaluate options for relating to interracial communication dilemmas ethically and effectively; and they develop ethical guidelines for interracial communication practices. Offers built-in assessment in HCOM MLO 3 or the concentrations in Peace Studies, Comparative American Studies, Practical and Professional Ethics or Writing and Rhetoric.

(Prereq: GE Areas A1 and A2 and A3)",4,4,1,2164
1503,"HCOM"," 433","Life Stories & Life Writing","Read, analyze, and create life stories.  Explores memory and intersecting identities of ethnicity, race, class, gender, and sexuality through multicultural life narratives about family, migration, work, education, and community. Develops creative writing, literary analysis, and multimedia skills. Offers built-in assessment in HCOM MLO 6 and MLO 8, or the concentrations in Creative Writing and Social Action; History, Oral History and New Media Studies; or Literary and Film Studies. (Offered every other year.)

(Prereq: GE Areas A1 and A2 and A3)",8,8,1,2164
2856,"SBS"," 397","Independent Study","Student and faculty member select topic of study and total number of credit hours. Formerly known as SBSC 397.  (Credit/NoCredit Available)",1,8,1,2164
1429,"HCOM"," 330S","Intro to Creative Writing SL","Provides students the opportunity to be actively involved in the community. Students research and examine a particular public issue, and gain hands-on experience, knowledge, and skills about community sites. Students learn how to enter and exit communities sensitively, and participate in a multicultural community setting. Offers built-in assessment in HCOM MLO 8 and half of the Liberal Studies HCOM Concentration in Creative Writing. (Offered every other year.)

(Prereq: GE Area A1 and A2 and A3)",6,6,1,2164
3478,"SPED"," 684","Cur/Rsch/Policy/Practice","An advanced seminar for reviewing & analyzing literature related to issues in the field of special education. Students critique current research in fields including communication disorders, learning disabilities, bilingual learning disabilities, intellectual disability, deaf & hearing impaired, blind & visually impaired, autism, traumatic brain injury, other health impaired, emotional disturbance, and severe handicapping conditions.  Delivery options to include online, hybrid, and face to face.",3,3,1,2164
2687,"PSY"," 301L","Advanced Psychological Statistics Lab","Advanced Psychological Statistics Lab: Computer laboratory to accompany PSY 301.  Various advanced research laboratory exercises and training in statistics and computer data analyses.

[(Prereq: PSY 100 and STAT 100) and (Coreq: PSY 301)]",1,1,1,2164
290,"CHEM"," 111L","Chemistry II Lab","Required laboratory course for CHEM 111. Emphasizes qualitative and quantitate experiments, data analysis, and error propagation. Lab course fee may be charged. (Offered fall and spring semesters.)

(Coreq: CHEM 111)",2,2,1,2164
1903,"IST"," 597","Independent Study","Student and faculty member select topic of study and number of credits. (Offered as interest warrants.)",1,4,1,2164
1401,"HCOM"," 310","Free Speech & Resp","Students survey the history of free speech in the United States; they examine past and present controversies such as obscenity, hate speech, and media sensationalism; they identify, evaluate, and assess human rights and responsibilities surrounding the freedom of expression from various philosophical perspectives. Offers built-in assessment in HCOM MLO 3 or the concentrations in Pre-Law; Practical and Professional Ethics; Journalism and Media Studies or Writing and Rhetoric. (Offered every year.)

(Prereq: GE Area A1 and A2 and A3)",4,4,1,2164
1947,"JAPN"," 310","Japanese Cinema","An introductory scrutiny of major Japanese directors and genres with attention to film composition, choices of subject and character, ideas of the cinematic, and the relationship of cinema to Japanese culture and society. Students will analyze and critique films. Discussion of films will deal with the production of their historical, social, and cultural context, as well as issues dealing with popular culture and equity.  Taught in English.

(Prereq: Junior or Senior Standing)",4,4,1,2164
4274,"JAPN"," 314","Japanese Visual Culture and Media","A focused analysis of historical and modern Japanese society through works of  art and media including photography, film, maps, and other visual documents. Students learn to extract information from images as part of a visual analysis.  They will also deal with social geographical methods for understanding population density, urban flows, economic disparities, transportation, and built environments. Students will analyze and compare what they understand about Japanese culture with other, more familiar environments. Taught in English.   

(Prereq: Junior or Senior Standing)",4,4,1,2164
1911,"ITAL"," 201","Intermediate Italian I","Offers a review of the fundamentals of Italian grammar and continues the development of speaking, listening, reading, and writing skills through the study and discussion of short reading selections. Requires active participation in instructor-coordinated multimedia and online activities as a mandatory component. (Offered fall semester.)  

(Prereq: ITAL 102)",4,4,1,2164
656,"ED"," 601","Stage I Supv Elem Teaching","Includes observation, participation, planning, and practice teaching in public school classrooms. Requires the equivalent of four half days in a program approved K-6 classroom. Field experience will follow the K-6 teacher calendar (Offered fall semester and as interest warrants. May be offered as classroom-based, hybrid, or online).

(Coreq: ED 601A)",4,8,1,2164
2191,"MAE"," 640","Pluralism & Politics","Builds an understanding of how life in a classroom can be a reflection of efforts to maintain power and privilege at the global, national, and local levels. That is, the politics surrounding educational policies and instructional practices are explored to uncover how they perpetuate the status quo, especially with respect to our (in)ability to address inequities based on cultural, linguistic, or gender diversity. Emphasis is placed on developing strategies for advocating for change in a politically astute manner. (Offered fall or spring semester as needed.)",3,3,1,2164
1160,"MSCI"," 533","Seafloor Mapping","(Formerly titled Applied Remote Sensing for Coastal & Marine Systems) Seafloor Mapping: Applies current hydrographic survey techniques to marine habitat mapping. Utilizes the CSUMB Seafloor Mapping Lab seafloor mapping system and vessel for survey design, data acquisition, analysis, and display. Technologies include sidescan sonar, multibeam bathymetry, hydrographic survey design, ROV, acoustic tracking, motion correction, GIS, GPS and vessel navigation.",4,4,1,2164
3618,"CART"," 491","Capstone Completion & Assessment","Students complete the Capstone project as conceived and planned in CART 490. Students complete the Cinematic Arts and Technology MLO processes of production, postproduction, and distribution. Completed projects are presented to the public at the Cinematic Arts and Technology Capstone Festival.

(Prereq: CART 490)",4,4,1,2164
3709,"VPA"," 215","Beginning Drawing","Introduces entering students to the fundamentals of drawing, including line, perspective, composition, and beginning drawing skills.",4,4,1,2164
5197,"WLC"," 395IP","International Programs","",1,12,1,2164
3722,"VPA"," 306S","Digital Public Art","Students work with a digital approach to public art project development including analysis of sites, conceptualization, and collaboration using current imaging and video software. Students work in collaboration with specific communities to develop digital images and/or short videos.

(Prereq: Junior or Senior Standing)",5,5,1,2164
2525,"MPA"," 301","Music for Children","Provides an overview of musical materials, concepts, and skills appropriate for teaching music in elementary school classrooms. Teaches music fundamentals with the applied development of basic skills on such instruments as guitar and piano. (Offered spring semester.)",4,4,1,2164
2654,"PHYS"," 221","Physics II","Covers topics in electricity, magnetism, and optics. Emphasizes active and experiential learning and practical applications. (Offered spring semester.)

(Prereq: MATH 151 and PHYS 220)",4,4,1,2164
1219,"GEOL"," 260","Geology/Hydrology","Lecture and field-based course introducing geology and hydrology in the context of natural hazards and natural resources. Includes plate tectonics, mineral and rock ID, rock structure, geologic time, landslides, earthquakes, flooding, soil, rivers, and water resources.  Students gain topographic survey experience. Field-intensive course.

[Prereq: (MATH 130 or MATH 150) and [CHEM 110 or (CHEM 109  or FYS 121 and ENVS 201 or FYS 124)]",4,4,1,2164
83,"ASL"," 101","Beg American Sign Lang I","Teaches basic signs and hand parameters in American Sign Language (ASL). Practices visual comprehension, signing, and basic expressive and receptive skills supports in laboratory setting. Teaches glossing system for written ASL. Uses class and extracurricular activities to teach the cultural aspects of ASL and the deaf culture. Requires active participation in instructor-coordinated multimedia and online activities as a mandatory component. (Offered every semester.)",4,4,1,2164
2270,"MATH"," 325","Number Theory","Introduces the properties of integers. Topics include the division and Euclidean algorithms, mathematical induction, congruences, fundamental theorem of arithmetic, perfect numbers, number theoretic functions, and prime number theorem. (Offered every third semester)

(Prereq: MATH 322)",4,4,1,2164
1425,"HCOM"," 327","Survey American Literature","Examines American literature through different historical periods, literary genres, and cultural movements. Develops ability to compare and contrast social, historical, and cultural experiences represented in literature. Students gain cross-cultural knowledge of American literary history, an introduction to literary theory, and further development of literary analysis skills. Offers built-in assessment in HCOM MLO 6 or the concentration in Literary and Film Studies. Meets the Single Subject in English Waiver Literary Histories, Theories, and Praxis Requirement. A literature course from GE Area C2 is highly recommended. (Offered every other year.)

(Prereq: GE Area A1 and A2 and A3)",4,4,1,2164
90,"ASL"," 302","Adv American Sign II","A continuation of ASL 301. (Offered only as interest warrants.)

(Prereq: ASL 301)",4,4,1,2164
573,"CST"," 436","Human-Computer Interaction","Focuses on the importance of good interfaces and provides a survey of current human-computer interaction (HCI) designs with an eye toward what future technologies will allow. Topics include the analysis of human factors, the design of computer application interfaces, prototyping and the iterative design cycle. The course will emphasize learning HCI through collaborative hands-on projects and testing.  (Credit/ No Credit Available)",4,4,1,2164
4381,"PSY"," 395","Special Topics","Studies a particular topic in Psychology. May be repeated for credit when topics vary. (Offered only as interest warrants.)  (Credit/ No Credit Available)",1,6,1,2164
4993,"LS"," 230B","Leadership: Mini-Corps","The course provides leadership and mentoring opportunities and develops related leadership skills for California Mini-Corps students as they work in the classrooms and in the homes of migrant students in K-12. Student must be admitted to the Mini-Corps program. This class may be repeated for credit.  (Credit/ No Credit Available)",1,2,1,2164
1379,"HCOM"," 255","Global Social Movements","Students will study twentieth and twenty-first century global social movements through social movement theory and case studies to evaluate the claims, strategies, and efficacies of movements. Utilizing social movement theory out of cultural studies and sociology, normative political science, and ethnographic theoretical strategies students will familiarize themselves on a basic level with these social science approaches both singly and in interdisciplinary iterations.

(Prereq: GE Area A1)",4,4,1,2164
1930,"JAPN"," 203","Intermediate Japanese Reading and Writing I","This course focuses on reading and writing in Japanese and is a companion course for JAPN201 and 202. (Offered in fall)",2,2,1,2164
5296,"GS"," 339","Sweat/Service/Solidarity","Analyzes worker agency (class, race/ethnicity, gender, place, religion), forms of labor organizing and protest from historical, political economy, U.S. and global perspectives. It traces the development of labor organizing and union strategies in the industrial and post-industrial periods in today's global economy.",4,4,1,2164
316,"CHHS"," 302","Professional Communication for the Health & Human Services Professions","Develops writing and oral communication skills to increase competency in the health or human services professions. Builds confidence in writing for argumentation, applied research, advocacy, and reports. Students learn about themselves as writers, which assists them in the development of personal and professional writing and speaking skills. Complements other critical thinking courses offered in the major.

[Prereq: (GE Areas A1 and A2 and A3) and (Junior or Senior Standing)]",4,4,1,2164
5471,"HDEV"," 400A","Pre-Capstone","Pre-Capstone allows students to reflect upon their service learning experience and generate a research project for Capstone.  Students develop a research proposal and timetable for engaging in a Capstone project. (May be offered as classroom-based, hybrid, or online.) (Credit/No Credit Available)

[Prereq: (Junior or Senior Standing) and (HDEV 300) and (Coreq: HDEV 380S)]",1,1,1,2164
4532,"GS"," 230","World Religions","This class will introduce students to a number of religious traditions in their classical and contemporary practices. Through academic study of religion, students consider how various disciplines approach the myths, stories, symbols, rituals, ideas, and ethical practices of these religions. This introduction will provide a framework within which to reflect on one's own experiences. Traditions include: Hinduism, Buddhism, Judaism, Christianity, and Islam.  (Credit/No Credit Available)",4,4,1,2164
3422,"SPAN"," 262","Latin Amer Lit in Translation","Critical study of representative authors from colonial times to the twentieth century.  Introduces students to key works of such literary masters as Sor Juana Ines de la Cruz, Ruben Dar",4,4,1,2164
3398,"SOC"," 397","Independent Study","",2,4,1,2164
3433,"SPAN"," 307","History&Politics Of Mex","Examines Mexico's history and its peoples from indigenous periods to the arrival of Europeans and Spanish colonization including the mission system and rancher",4,4,1,2164
5451,"MSCI"," 597","Independent Study","Student and faculty member select topic of study and number of credits. (Offered only as interest warrants.)",1,6,1,2164
670,"ED"," 615","Social Studies C and I  K8","Introduces students to the California History-Social Science Framework process for California Public Schools, as well as to instruments for using assessment to inform instruction. Students develop and implement assessment tools to measure language development and content understanding of linguistically diverse students. Students develop lesson plans for ELD instruction and lesson plans using SDAIE strategies, as well as plan and practice different strategies for language management in monolingual settings. (Offered spring semester and as interest warrants.)

(Restricted to Multiple Subject Credential)",3,3,1,2164
3608,"CART"," 422","Animated Short Films","Short format, animated production. Course developing aesthetic and technical skills to manipulate live-action video and produce 2D animation. Includes delivery to Internet, film/video, and broadcast.

(Prereq: CART 318)",4,4,1,2164
2522,"MPA"," 295","Special Topics","Studies a particular topic in the Music and Performing Arts academic program. May be repeated for credit when topics vary. (Offered as interest warrants.)  (Credit/NoCredit Available)",1,4,1,2164
2773,"SBS"," 195","Special Topics","Student and faculty member select lower division topics of study and the total number of credit hours.  (Credit/ No Credit Available)",1,6,1,2164
1514,"HCOM"," 472","Adv Int Stdy:Pwr to the People","Students explore an advanced interdisciplinary issue in the humanities from at least two perspectives. The course is team-taught by two faculty members. Offers built-in assessment in two MLOs or concentration(s) determined by the instructors. May be repeated for credit when topics vary. (Offered every other year.)

(Prereq: GE Areas A1 and A2 and A3)",8,8,1,2164
1461,"HCOM"," 356","Multicultural History","Explores the complex experiences of African Americans, Asian Americans, Chicana/os, European Americans, and Native Americans in U.S. history. Combines the use of traditional written sources, such as autobiographies, with new media technologies, such as the Internet, and multimedia presentations. Requires basic computer experience. Offers built-in assessment in for HCOM MLO 7 or the concentrations in Comparative American Studies; Literary and Film Studies; or History, Oral History, and New Media. Meets the Single Subject in English Waiver Teaching with New Media Requirement and Technology Requirement. Meets the Single Subject History/Social Science Waiver in Modern U.S. History. (Offered every year.)

[Prereq: (GE Area A1 and A2 and A3) and (Coreq: HCOM 356L)]",4,4,1,2164
4680,"MIT"," 501","Foundation of Management","Concepts of management including managerial roles, organizational and team dynamics, leadership and motivation, decision making, ethical and legal issues, and communication. Individually and in teams, students explore how organizations do or do not function effectively in international and multicultural contexts.  Prepares students for graduate level learning in management.  (Letter Grade Available)",2,2,1,2164
2516,"MPA"," 227","Jazz Dance I","Offers students the skills and movement at the high-energy caliber of the jazz flavor. Incorporates the cultural perspective of movement and dance. (Offered as interest warrants.)",1,1,1,2164
4450,"BIO"," 330","Vertebrate Physiology","Structure and function of major animal organ systems, with an emphasis on mammalian physiology.

[Prereq: (BIO 242 or BIO 211) and (PHYS 150 or PHYS 220 or PHYS 221)]",3,3,1,2164
2217,"MATH"," 100","Quantitative Literacy","Covers linear, quadratic, exponential, and logarithmic functions; systems of equations and inequalities; simple and compound interest; annuities; loan; discrete probability; counting principles, frequency distributions, measures of central tendency; measures of dispersion, confidence intervals; areas; and volumes. Draws examples from applications in the social sciences, biological sciences, and business. Uses technology as a tool to acquire, visualize, and analyze data.

(Prereq: MATH 99 or ELMT Score of 50)",4,4,1,2164
3954,"PSY"," 330L","Cognitive Psychology Lab","Laboratory to accompany PSY 330.  Various advanced research laboratory exercises, computer demonstrations of research experiments, discussion and/or oral presentation of cognitive material.

[(Prereq: PSY 200) and (Coreq: PSY 330)]",1,1,1,2164
5290,"GS"," 351L","Global Economics Lab","Students can enroll in this Lab only IF they need additional practices on economic exercises and problem sets in order to understand the principles of micro and macro economics (at intermediate level, delivered in SBS 351). This lab is OPTIONAL, as per student needs. Instructor's consent is required.  (Credit/No Credit Available)",1,1,1,2164
184,"BIO"," 548","Aquatic Ecology","Graduate-level lecture course designed for an in-depth exploration of aquatic and wetland ecosystems. Learning activities include lectures on the major patterns and processes influence various aquatic systems, i.e. streams, lakes, wetlands, and estuaries; a literature review on one particular aquatic ecosystem; and oral presentation to the class about the system.",4,4,1,2164
4615,"ENSTU"," 384","Social & Ecological Justice","Engages in philosophical works on social justice theory, ecological justice theory, and responsibility theory; uses an integrated social and ecological justice framework for analyzing social and environmental problems and for developing, analyzing, and promoting sustainable and equitable practices and policies.

[Prereq: (Junior or Senior Standing) and (GE Areas A2 and A3) and (Coreq: ENSTU 384S)]",3,3,1,2164
85,"ASL"," 197","Independent Study","Allows lower-division students to independently study a particular aspect of ASL culture and language.  A written proposal for the study/research must be approved in advance by the sponsoring faculty member and the program chair. Number of units depends on the nature of the student's academic goals and the consent of the faculty advisor.",1,6,1,2164
2825,"SBS"," 350L","Domination/Resistance Lab","Optional lab for SBS 350, Domination and Resistance: US since 1880. Provides opportunities for students to focus in depth on one or more topics or themes covered in SBS 350.  (Credit/ No Credit Available)

(Coreq:  SBS 350 or SBS 397)",1,4,1,2164
3411,"SPAN"," 200S","Beg Spanish Conversation","Students work on off-campus activities to develop Spanish conversation supporting, developing, and strengthening skills in Spanish oral communication. Implements extensive speaking practice using everyday experiences. (Offered as interest warrants.)",4,4,1,2164
1957,"JAPN"," 404","Advanced Japanese for Presentational Communication","This course aims to develop advanced proficiency in communication through oral and written presentations to finalize research project for Capstone in Japanese using appropriate media.  Taught in Japanese. (Credit/No Credit Available) 

(Prereq: JAPN 300 or equivalent)",2,2,1,2164
5313,"HOSP"," 484","Strategic Hospitality Cost Management","Investigates  cost  control  principles  and  their  management   and  application  to  hospitality operation  costs,  including  exploration  of  food,  beverage, labor,  and  material cost  controls from   a   sustainable   and   strategic   perspective.   Active   problem    solving   and   practical applications, such as income statements  and balance sheets, are used. (Sections may be offered as classroom-based,  hybrid or online courses.)

[(Prereq: HOSP 482) and (Coreq: HOSP 483)]",2,2,1,2164
2039,"KIN"," 376","Prin of Mov for Ind w/ Disab","Includes programming in physical education for neurologically and physically impaired individuals in the psychomotor, affective, and cognitive domains. Provides a knowledge of disabilities, an understanding of indicators and contra-indicators related to skill development (including academics), and the ability to teach integrated movement activities to preschool to eighth grade children with disabilities. (Offered spring semester).",3,3,1,2164
5467,"HDEV"," 344","Death and Dying","This course focuses upon the physical, social, and psychological aspects of death and dying within cultural traditions. There are different attitudes towards the acceptance of death depending upon age and circumstance, i.e., a natural or expected death, accidental death, deliberate death (suicide, removal of life support, war, execution). Also explored will be the cultural expectations concerning grief and the meaning of death as well as available social and cultural services. (May be offered as classroom-based, hybrid, or online.) (Credit/No Credit Available)

(Prereq: Junior or Senior Standing)",3,3,1,2164
1943,"JAPN"," 306","The Japanese Mind","A project-based course that looks behind the Japanese social mask to understand how Japanese people build relationships, community, and lives worth living. Covers modes of thinking and communicating, negotiating, and decision making; ethical systems; the central role of social status and hierarchical relationships; patterns of making friends and influencing others; psychological factors such as dependence and duty; and the Japanese aesthetics and ideology.

(Prereq: Junior or Senior Standing)",4,4,1,2164
1006,"ENVS"," 303L","California Transect Lab","Two-week summer field course. Students explore California's unique ecosystems using a case-studies framework emphasizing the interaction between natural processes and human impacts. Involves camping and hiking. Course fee charged for food, transportation, and camping. (Offered spring semester or summer session.)

(Coreq: ENVS 303)",3,3,1,2164
2519,"MPA"," 233","Expressive Arts","Explores the expressive nature of the human being through the study of visual art, music, dance, and theater.  Examines myth and ritual through history as it relates to today. Students receive four weeks of study in each area. (Offered every semester.)",4,4,1,2164
1292,"GS"," 197","Independent Study","Student and faculty member select topic of study and number of credits.  Offered as interest warrants.",1,6,1,2164
178,"BIO"," 541","Mar Biotech&Bioinform forTeach","Designed to mimic the research cycle in a typical molecular biology laboratory. Students isolate DNA from marine organisms, amplify specific regions, subclone, and purify plasmid DNA.  Bioinformatic techniques are used to analyze sequenced regions, including homology searches, multiple alignments, primer design, and 3D comparison. Assessment consists of a lab notebook review, a final exam, and a detailed standards-based lesson plan. (Offered summer session through Extended Education.)

(Coreq: BIO 541L)",2,4,1,2164
3436,"SPAN"," 310","Hispanic Children Literature","Introduces Hispanic children's literature using fairy tales, poetry, essays, and drama. Presents the elements of children's narrative: characterization, setting, narrative structure and pictures, and drawings. Students practice working these basic elements in individual and collaborative group writing and reading exercises. Includes brief, written analytic responses. (Offered every fourth semester.)",4,4,1,2164
4825,"JAPN"," 285","Intermediate interpersonal and interpretive communication I","This course focuses on interpersonal and interpretive communication in daily situations at intermediate level and is a companion course for JAPN 201 and 300. (Offered in fall)",1,2,1,2164
1368,"HCOM"," 230","Environmental Creative Writing","Students explore environmental cross-cultural literature as artistic and socially conscious representations.  Students read works by writers of diverse cultures and watch films and videos regarding environmental issues. Students develop the tools to do literary, cultural and environmental analysis. Students create original pieces about the environment using the basic elements of creative nonfiction, poetry and fiction.",4,4,1,2164
2796,"SBS"," 284L","Cult/Cont/Bil/Ed Lab","(Coreq: SBS 284S)",1,4,1,2164
1501,"HCOM"," 432","Social Action Writing","An intermediate level creative writing and research intensive course. Students do collaborative research and interviews in the community. They create poetry, fiction, creative nonfiction, and mixed media work towards a final public presentation.  Assessment in Creative Writing Social Action; History; Oral History and New Media; or Writing and Rhetoric concentrations. HCOM MLO 8 only with prior consent of instructor. (Offered every other year.)

[Prereq: (GE Area A1 and A2 and A3) and (HCOM 330 or HCOM 330S or HCOM 339S or HCOM 331)]",4,4,1,2164
2621,"MPA"," 596","Field Research Methods","Individualizes student placement for field study as related to Music & Performing Arts.  Offered as interest warrants.

(Prereq: Include Junior and Senior)",1,6,1,2164
2023,"KIN"," 362L","Fundamentals of Nutrition Lab","Required lab course for KIN 362. (Offered fall semester).

(Coreq: KIN 362)",1,1,1,2164
4569,"HDEV"," 340","Close Relationships and Family Development","In Close Relationships and Family Development, students learn about the formation of romantic relationships, mate selection, dating, gay and lesbian relationships, theories of love, and marriage.  In addition, students study the formation of families, family development across the lifespan, parenting, and diversity in families.  Special emphasis is given to contextual influences on families. (May be offered as classroom-based, hybrid, or online.)

(Prereq: HDEV 260 or HDEV 360 or HDEV 351 or PSY 340 or Equivalent)",3,3,1,2164
4495,"SW"," 595","Special Topics","Studies a particular topic in the major.  May be repeated for credit when topics vary. (Offered only as interest warrants.)",1,6,1,2164
4815,"SW"," 662","Advanced Family Therapy","This elective graduate course reviews family therapy models and contemporary issues in the family therapy field. Students integrate and apply therapy approaches to diverse populations who are experiencing a range of social problems. Students are expected to develop their own model of family-centered social work practice through seminar-style interactions and individualized and group application assignments.

(Prereq: SW 541)",3,3,1,2164
252,"BUS"," 495","Special Topics","Studies a particular topic in the major. May be repeated for credit when topics vary. (Offered only as interest warrants; sections may be offered as classroom-based, hybrid, or online courses.)

(Prereq: Junior or Senior Standing)",1,6,1,2164
5010,"SW"," 455","Social Work with Older Adults","Overview of the impact of aging, using the biopsychosocial-spiritual, ecological, and strengths perspectives. Federal, state, and local programs, services, and social policies are reviewed. Generalist practice models are introduced for working with older adults and their families, with a focus on empowerment. The roles of bachelor-level social workers and career opportunities are examined.

(Prereq: SW 310)",4,4,1,2164
3460,"SPED"," 560","Inclusionary Practices","Provides participants with the required competencies to assist in teaching students with disabilities, and information needed to meet federal and state mandates for serving children and youth with disabilities in schools.Includes the exploration of educational laws, IEPs, service delivery systems, modification of instructional methods, and assessment processes to support inclusion of students with exceptionalities in general education environments.Course options: online, hybrid and face to face.",3,3,1,2164
5443,"BUS"," 570","Advanced Business Analytics and Visualization","Social media technologies generate data which is unstructured in nature and require methodologies that can reveal hidden patterns and meaning. Data visualization can assist organizations in gaining valuable, actionable insight to allow an organization to better communicate and interact with its stakeholders. Topics range from text and stream mining, visualization, Hadoop, social media, NoSQL, GIS,and includes business case studies. (in-class, hybrid, or online format)

(Prereq: BUS 468)",4,4,1,2164
4730,"LS"," 310S","Educational Issues and the Latino Community: Search for Educational Equity","An analysis of the key political, legal and sociocultural issues in the K-16 education of Latino students, the largest and fastest growing majority-minority population in the U.S. The course examines the historical and contemporary ways that Latino students are socially constructed along race, gender, language, and immigration status within the public schools. The Latino K-16 experience is tied to family and community involvement and examines how educational equity is a critical aspiration.

[Prereq: (Junior or Senior Standing) and (Coreq:  LS 310)]",2,2,1,2164
5383,"MATH"," 270","Mathematics for Computing","This course covers basic linear algebra, continuous and discrete probability, 
and a continuation of elementary discrete mathematics from MATH 170. It 
emphasizes mathematical theory as well as applicable methods. Topics include 
systems of linear equations, matrices, determinants, vector spaces, conditional 
probability, distributions and densities, expected value, functions of random 
variables, automata, and algorithmic complexity.

(Prereq: MATH 150 and MATH 170)",4,4,1,2164
4678,"FYS"," 182","Sex, Drugs and Rock n Roll","First Year Seminar (FYS) is an introduction to CSUMB's vision and academic life and fulfills the Lower-Division Area E and FYS outcomes. This course is tailored to focus on sexuality, drugs and other health-related behaviors, as they impact knowledge, decision-making and well-being.  It is anticipated that this course will expand students' awareness and appreciation of health and well-being, help them to negotiate CSUMB's academic world and vision, instill in them a  broader understanding of diversity and differing perspectives, and develop their academic skills and achievement.

(Freshman Standing)",4,4,1,2164
1543,"HDEV"," 395","Special Topics","Special Topics courses study a particular topic in Human Development on an experimental or time-limited basis. May be repeated for credit when topics vary. (Offered only as interest warrants.)  (Credit/ No Credit Available) (May be offered as classroom-based, hybrid, or online.)",2,6,1,2164
4986,"HCOM"," 215","Digital Media and Society","Students will examine theoretical approaches to the role digital media technologies play in our culture and society today. The course will offer critical discussion of the digital technology uses and interactions and its impacts in the quality of communication and civic participation. The course will integrate both a debate about issues such as digital divide, digital literacy, Internet neutrality, ethics and privacy dilemmas; and it will include a hands-on exploration of digital media tools.

(Prereq: GE Area A1)",4,4,1,2164
1395,"HCOM"," 307","Social Impact of Mass Media","Explores the relationship between the mass media and contemporary social problems. Issues such as media violence are explored from the perspective of consumers. Outcomes include raising awareness of the impact of media messages, developing effective media literacy tools, and preparing to critically analyze the cultural products we consume. Offers built-in assessment in HCOM MLO 2 or the concentrations in Practical and Professional Ethics or Journalism and Media Studies. (Offered every other year.)

(Prereq: GE Areas A1 and A2 and A3)",4,4,1,2164
4554,"CART"," 424","Environmental Media Arts","Through a series of explorations and adventures, students in the arts and sciences create media arts projects with environmental themes or topics, while working across disciplines. (Credit/ No Credit Available)

(Prereq: CART 200 or CART 237)",4,4,1,2164
3900,"CST"," 234","Intro to Operating Systems","Introduces modern operating systems such as Unix and topics such as process management (creation, synchronization, and communication); processor scheduling; deadlock prevention, avoidance, and recovery; main-memory management; virtual memory management (swapping, paging, segmentation and page-replacement algorithms); control of disks and other input/output devices; file-system structure and implementation; and protection and security. (Offered only as interest warrants.)",4,4,1,2164
190,"BUS"," 202","Micro Economics","Theory of prices and markets; industrial organization; public policy; income distribution; and contemporary problems of labor and business, including issues of equity, diversity, and ethics from a stakeholder perspective. (Offered every semester.)",3,3,1,2164
4536,"GS"," 206","Understanding Globalization","Globalization is an uneven process. It is the intensification of economic, political, social and cultural relations across international borders.  Students will understand the history and the key features of the pro and anti-globalization debates.  They will follow how popular struggles for social justice and equity have shaped the global order.  (Credit/ No Credit Available)",4,4,1,2164
1960,"JAPN"," 497","Independent Study","Individual study of a particular aspect of Japanese language, culture, or civilization.  A written proposal for the study/research must be approved in advance by the sponsoring faculty member. Number of credits depends on the nature of the student's academic goals and the consent of the faculty advisor.",1,6,1,2164
4793,"FYS"," 159","Far East Explorer","Do you like to travel? Why do people become tourists? Is tourism positive or negative? What is the relationship between tourism hosts and visitors? With a particular focus on tourism practices in Japan and other Asian countries, this course explores the global phenomenon of tourism by analyzing international tourism and cross-cultural encounters, and their impacts on cultures, peoples, and environments. This course is designed to develop fundamental academic skills for students' success at CSUMB. 

(Freshman Standing)",4,4,1,2164
5236,"ED"," 606C","Secondary Curriculum and Instruction Pt II - Modern Language","Continues covering approaches to teaching Modern Language in secondary schools.  (Offered spring semester.  May be offered as classroom-based, hybrid, or online.)",1,1,1,2164
1516,"HCOM"," 474","Research Methods","Senior level HCOM research seminar designed to helps students develop, commence and sustain the complex research skills expected of an HCOM graduate. Students deepen their research skills, including but not limited to the ability develop a scholarly research question and project, determine information required, identify where to find needed information, and the skills needed to obtain, synthesize, and integrate information. Subject focus may vary.    (Credit/No Credit Available)",2,4,1,2164
2025,"KIN"," 363L","Human Sexuality Lab","Addresses the physical, social, cultural, and emotional factors of human sexuality. Students will explore concepts and evidence so they can address their own sexuality, the decisions they make, the importance of sexuality in their lives, the responsibility it involves, and the compassion that is necessary for the well-being of all people.  The lab, taken in conjunction with Human Sexuality, supports and expands the concepts from lecture and consists of fieldwork, short papers, and interviews. 

[Prereq: (Junior or Senior Standing) and (Coreq: KIN 363)]",1,1,1,2164
